theta_z_deg,open_step,align_deg,tilt_deg,cost,t_flight,release_x,release_y,release_z,vel_x,vel_y,vel_z,land_x,land_y,land_z
25.0,0.031,44.950704973809394,60,1.3397106514468216,0.4145043553126643,-0.007246494206181079,0.11651191318934312,0.8399420426409052,-9.46356132895676e-06,0.00038229108792586786,0.006766981901469293,-0.0072504168935687,0.11667037451028561,0.0
15.0,0.014428571428571428,44.950704973809394,75,1.339991662465587,0.31856333411717797,0.03276480155810006,0.06820028020937262,0.5046721510398726,-0.0018763629749951605,0.01583207257275121,-0.021659770214599305,0.032167061112771574,0.07324379803413338,0.0
15.0,0.022714285714285715,44.950704973809394,90,1.3414067941718015,0.3634561548327225,0.030892365797118616,0.07231046343962143,0.6426145577519052,-2.3355283032544527e-05,0.0006254921850368245,0.014686197605708884,0.030883877175752576,0.07253780242407283,0.0
-5.0,0.022714285714285715,44.950704973809394,90,1.3416031681994285,0.35676424486888286,0.054582565496472384,0.05262754477947961,0.6207574578296329,-0.005264468984325088,-0.00740932358032631,0.00996317679310188,0.05270439119464399,0.049984163047355284,0.0
25.0,0.026857142857142857,44.950704973809394,90,1.3418764438242297,0.3885004564353238,0.08133978163897174,0.025466182161397188,0.7405832274702812,-0.0027523340969137777,-0.006612760388421679,-0.0006661553558373612,0.08027049858605823,0.022897121732197937,0.0
35.0,0.010285714285714285,44.950704973809394,75,1.3436761653666534,0.3053073310024815,0.05302320470821607,0.043814604752215575,0.45818170814410747,0.0037868262043905254,0.0058314299094430755,-0.003190457714139505,0.0541793505096488,0.04559498305379568,0.0
15.0,0.031,44.950704973809394,60,1.3441608368163074,0.41504562139707724,-0.008051197214252973,0.11083751798616609,0.8421160869524257,-3.7862033598345946e-05,5.4821719613906694e-05,0.0068264298213360775,-0.008066911685515155,0.1108602715008493,0.0
35.0,0.022714285714285715,44.950704973809394,60,1.3447147614673318,0.35966727369906865,0.061093701094582904,0.03784440567828695,0.6302549409778304,2.1256378507361617e-05,-0.0014209539605508636,0.011840237202607184,0.06110134631828936,0.037333335041243726,0.0
25.0,0.006142857142857143,44.950704973809394,75,1.3457145579799912,0.2944613759091111,0.043447246870350495,0.0536876455117713,0.4224666482971825,-0.00042990988674995734,-0.00036823367293381537,0.00962315863934915,0.04332065501358117,0.05357921491778314,0.0
15.0,0.026857142857142857,44.950704973809394,75,1.347711199409222,0.3869097335027885,0.017455698483854025,0.0771285325696053,0.7369393672349078,0.0002367866298036425,0.0008116776431377204,-0.006888108741307519,0.017547313535688374,0.07744257855020188,0.0
35.0,0.018571428571428572,44.950704973809394,90,1.3496895401127813,0.3414373960961707,0.07848069231499184,0.006761950367167401,0.5702648691381043,-0.004912608500036164,0.025399275590618428,0.004561761764652061,0.07680334406069958,0.015434212887557183,0.0
-5.0,0.031,44.950704973809394,75,1.3501042765141111,0.40691264537539956,0.020320816102584734,0.06965362527598838,0.814962493388539,0.0015050225273538498,0.0017633170071984505,-0.0068881839386758514,0.02093322880053986,0.07037114126402294,0.0
