theta_z_deg,open_step,align_deg,tilt_deg,cost,t_flight,release_pos,release_vel,landing
25.0,0.05171428571428571,44.950704973809394,90,0.6443090713149255,0.12115650656307651,"[0.6470323183142009, 0.4609749587783011, 0.072]","[0.0, 0.0, 0.0]","[0.6470323183142009, 0.4609749587783011, 0.0]"
