% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, interquartile range, 25%tile, current best feasible f-value, elapsed wallclock time [s], further/more values", seed=10, Wed Jun  3 16:10:59 2026, <python>{}</python>
1 7 0.4389830730437211 1.0734810204742253 0.042864151942414865 4.2864151942414865e-02 0.0650554399394391 0.12129757777606232 0.06464875133564163 0.04665461246231748 nan 44.6   
2 14 0.35575392368704345 1.2803088586510973 0.011832964928241787 1.1832964928241787e-02 0.07313964335962632 10.096853157799105 0.05808933473070192 0.03725204834026828 nan 89.1   
2 14 0.3500329483779125 1.2189063287003723 0.032307576680748455 3.2307576680748455e-02 0.043189626109795994 0.11204952747892713 0.05014135457995405 0.03653405044493583 nan 78.1   
3 21 0.34195857268714874 1.4851511384734932 0.010789577239178384 1.0789577239178384e-02 0.011240131014001216 10.096571527426654 0.008241841957420195 0.011127492570295508 nan 123.2   
3 21 0.311336776268916 1.404707047652572 0.03052084720964847 3.0520847209648469e-02 0.04122352563172769 0.10071891912785938 0.01327040342507755 0.037742801210668746 nan 110.7   
4 28 0.3007457341146568 1.2398724512235213 0.010789577239178384 1.1785538215102540e-02 0.08382732472271914 0.13245353813331393 0.05960117134640146 0.040891644308444275 nan 168.6   
4 28 0.3285855790490237 1.6454485684086513 0.027015146915811104 2.7015146915811104e-02 0.05469202551548792 0.1037656900540362 0.03135293801351132 0.03549615450296129 nan 141.3   
5 35 0.3783000824676703 2.3924798610048845 0.020347359526476858 2.0347359526476858e-02 0.04419492823524432 0.0674638354586235 0.020128368706882664 0.035771702512223974 nan 170.0   
5 35 0.26289351339439254 1.1028931094422816 0.01033902346435555 1.0339023464355550e-02 0.012923779330444436 0.1436966683510459 0.04973045557418185 0.010451661908061257 nan 202.5   
6 42 0.4430585115662619 2.934375312406626 0.015543618962234187 1.5543618962234187e-02 0.03144570710742445 0.06414978635665794 0.03555287380742839 0.020032918783584694 nan 199.5   
6 42 0.21497366103294482 1.255133364214042 0.01033902346435555 1.0410163534064418e-02 0.0197769761504453 0.0949657968413837 0.03728473315034189 0.011724055215752986 nan 235.0   
7 49 0.4515372140346134 3.0462109985690153 0.015543618962234187 1.5807114498850774e-02 0.038553011410423874 0.05917334121220735 0.020294554950178907 0.0330735925026071 nan 229.9   
7 49 0.2081315701885832 1.3392326859469494 0.01033902346435555 1.1074137518013855e-02 0.03702589847068857 0.05451063614677121 0.03234337192996779 0.013901750813928719 nan 266.0   
8 56 0.48533076634043737 2.8156645213885856 0.015543618962234187 2.3431829043663397e-02 0.046950883176276326 0.13790458745928977 0.08830804010798288 0.039845892734750865 nan 259.9   
8 56 0.19762432046912867 1.2327866683632542 0.010291596751216303 1.0291596751216303e-02 0.01116183642687766 0.02901421595605245 0.001276336406034112 0.010983468940460886 nan 296.9   
9 63 0.4462405578328992 2.380185902966327 0.01407894027760441 1.4078940277604410e-02 0.04911080735190909 0.07960444704058287 0.030223060775342474 0.030440857808948 nan 288.0   
9 63 0.18705120222315433 1.47893514688402 0.010291596751216303 1.0293733406571649e-02 0.011500977936267068 0.05645446588474307 0.03092571044969551 0.010582085369194184 nan 327.4   
10 70 0.5077966493301286 3.1561080479908097 0.01407894027760441 1.4567514606324980e-02 0.03236194277254151 0.06865017644539745 0.01442474845328785 0.023312664113086936 nan 316.8   
10 70 0.15581898028246544 1.4634170368702848 0.010196743324937812 1.0196743324937812e-02 0.0110145128256968 0.03341455680534901 0.013265689652065944 0.010350880142640361 nan 358.3   
11 77 0.5127334788710056 3.355331390232373 0.01407894027760441 1.4914652003848922e-02 0.037373259711865996 0.09412278412758089 0.057496742839722476 0.022367169823328727 nan 345.4   
11 77 0.14253320549609824 1.6520086629284778 0.010101889898659322 1.0101889898659322e-02 0.010599870386621399 0.03680615961221774 0.006365981021648946 0.010540586995197342 nan 388.2   
12 84 0.533807483409026 3.062152508280381 0.01407894027760441 2.1267083451648686e-02 0.041049107675015434 0.13381723602074874 0.02531051894230931 0.03217248217883651 nan 374.8   
12 84 0.12460722346303398 1.6115402412644109 0.010078176542089699 1.0078176542089699e-02 0.010505016960342908 0.016814794060895907 0.004038684444326675 0.010378875938511828 nan 418.1   
13 91 0.44271939371028485 3.364205245328678 0.01407894027760441 2.1000537184293296e-02 0.0375695452947847 0.07035490934099428 0.025765355429721627 0.02432912790600107 nan 405.7   
13 91 0.14433936115503138 1.923571190056611 0.009983323115811207 9.9833231158112067e-03 0.010220456681507435 0.011370396177264614 0.0002536453104038869 0.010137459933513756 nan 448.4   
14 98 0.3455901904545344 3.623789468893801 0.01407894027760441 1.5235215069412934e-02 0.04354589476931323 0.07361765170210662 0.017278777715663635 0.036174513288916216 nan 436.4   
14 98 0.16485111101157177 1.6189974795709354 0.009983323115811207 1.0433876890634040e-02 0.013215062793892108 0.11712971587441087 0.02301225927435495 0.010677331161456444 nan 484.4   
15 105 0.37942768709088776 3.1503626783202923 0.012662932408178585 1.2662932408178585e-02 0.03647665817938482 0.07268003253745114 0.025515049613554736 0.019279303176312376 nan 472.6   
15 105 0.15581476604573316 1.9089709459267843 0.009959609759241584 9.9596097592415840e-03 0.010623583743191023 0.018275443048024465 0.004847636001868523 0.010203510658582526 nan 517.4   
