% # columns="iteration, evaluation, sigma, beta, void,  sigvec==sigma_vec.scaling factors from diagonal decoding", seed=10, Wed Jun  3 16:10:59 2026, <python>{}</python>
1 7 0.4389830730437211 1 0 0.8919539238302427 0.9574956083692784 0.8982944963965791
2 14 0.35575392368704345 1 0 0.8406224007737069 0.9249272349304137 0.7224250841354756
2 14 0.3500329483779125 1 0 0.8197711599329875 0.9599450758476725 0.7875462234010955
3 21 0.34195857268714874 1 0 0.7941575629814038 0.9456821173565232 0.636758167474146
3 21 0.311336776268916 1 0 0.7846948495323092 0.9531878836367043 0.6785670259358287
4 28 0.3007457341146568 1 0 0.6337291479533306 0.7857433120846895 0.6449132023006102
4 28 0.3285855790490237 1 0 0.6801264000017105 1.0397237544283884 0.6318786101190191
5 35 0.3783000824676703 1 0 0.6011060804444679 1.3755057238492072 0.5749288620015678
5 35 0.26289351339439254 1 0 0.6044446999822589 0.6666378946493405 0.6258956301166292
6 42 0.4430585115662619 1 0 0.5226430585364952 1.5336308881701826 0.5820251738765578
6 42 0.21497366103294482 1 0 0.4958710382926041 0.5340428357983247 0.6223842845085062
7 49 0.4515372140346134 1 0 0.5095780285151755 1.5522821950920431 0.6315582096020692
7 49 0.2081315701885832 1 0 0.49642226670739587 0.4840217039439111 0.6482176866294233
8 56 0.48533076634043737 1 0 0.6701909208154195 1.680843195627188 0.5969614571832074
8 56 0.19762432046912867 1 0 0.5015387204082598 0.4866566737498796 0.5999438594688572
9 63 0.4462405578328992 1 0 0.692959355532145 1.4156876502472016 0.5947802852217924
9 63 0.18705120222315433 1 0 0.5179758964702569 0.4100213219366734 0.6063949439839941
10 70 0.5077966493301286 1 0 0.6946050223496276 1.754932250556052 0.5560431467716223
10 70 0.15581898028246544 1 0 0.5081054075150883 0.37978308765850205 0.5557810407946527
11 77 0.5127334788710056 1 0 0.633268407325048 1.8084929749642684 0.5389908669614364
11 77 0.14253320549609824 1 0 0.5116590730751858 0.33745487265375224 0.557478372971425
12 84 0.533807483409026 1 0 0.6945478614724144 1.6026888695724055 0.5233863647347958
12 84 0.12460722346303398 1 0 0.4297047023491018 0.32468699334074763 0.5232461555837646
13 91 0.44271939371028485 1 0 0.7230592930722591 1.5647955266949678 0.4651308147348452
13 91 0.14433936115503138 1 0 0.43095639805465485 0.3354165052013514 0.645197526074793
14 98 0.3455901904545344 1 0 0.6909579321999981 1.4848492139618772 0.40975040815909836
14 98 0.16485111101157177 1 0 0.42308872868451575 0.35944495315620917 0.5819404732043956
15 105 0.37942768709088776 1 0 0.822993524602634 1.2491282877151848 0.39650301100608326
15 105 0.15581476604573316 1 0 0.39172313554017674 0.2858794686765333 0.5457355997404882
